source_path,output_path,status,confidence,det_left,det_top,det_right,det_bottom,crop_left,crop_top,crop_right,crop_bottom
penguins_data\Medici\IMGP0866.JPG,belly\Medici\IMGP0866.JPG,yolo(conf=0.67),0.669,90,433,752,1677,57,371,785,1739
penguins_data\Medici\IMGP0867.JPG,belly\Medici\IMGP0867.JPG,yolo(conf=0.71),0.711,120,435,695,1671,91,373,724,1733
penguins_data\Medici\IMGP0868.JPG,belly\Medici\IMGP0868.JPG,yolo(conf=0.69),0.690,84,415,723,1714,52,350,755,1779
penguins_data\Medici\IMGP0869.JPG,belly\Medici\IMGP0869.JPG,yolo(conf=0.63),0.630,143,520,749,1768,113,458,779,1830
penguins_data\Medici\IMGP0870.JPG,belly\Medici\IMGP0870.JPG,yolo(conf=0.65),0.655,149,427,758,1732,119,362,788,1797
penguins_data\Medici\IMGP0871.JPG,belly\Medici\IMGP0871.JPG,yolo(conf=0.76),0.757,111,408,721,1667,81,345,751,1730
penguins_data\Medici\IMGP0872.JPG,belly\Medici\IMGP0872.JPG,yolo(conf=0.75),0.747,87,376,856,1599,49,315,894,1660
penguins_data\Medici\IMGP0873.JPG,belly\Medici\IMGP0873.JPG,yolo(conf=0.82),0.818,188,358,958,1480,150,302,996,1536
penguins_data\Medici\IMGP0874.JPG,belly\Medici\IMGP0874.JPG,yolo(conf=0.28),0.282,179,526,1080,1958,134,454,1125,2030
penguins_data\Medici\IMGP0875.JPG,belly\Medici\IMGP0875.JPG,yolo(conf=0.59),0.587,191,533,701,1740,165,473,727,1800
penguins_data\Medici\IMGP0876.JPG,belly\Medici\IMGP0876.JPG,yolo(conf=0.71),0.713,194,409,743,1481,167,355,770,1535
penguins_data\Medici\IMGP0877.JPG,belly\Medici\IMGP0877.JPG,yolo(conf=0.72),0.720,162,408,872,1731,126,342,908,1797
penguins_data\Medici\IMGP0878.JPG,belly\Medici\IMGP0878.JPG,yolo(conf=0.57),0.572,340,759,1007,2153,307,689,1040,2223
penguins_data\Medici\IMGP0879.JPG,belly\Medici\IMGP0879.JPG,yolo(conf=0.73),0.725,220,420,852,1542,188,364,884,1598
penguins_data\Medici\IMGP0880.JPG,belly\Medici\IMGP0880.JPG,yolo(conf=0.76),0.759,231,404,815,1471,202,351,844,1524
penguins_data\Medici\IMGP0881.JPG,belly\Medici\IMGP0881.JPG,no_detection_fallback,0.000,,,,,105,494,950,1583
penguins_data\Medici\IMGP0882.JPG,belly\Medici\IMGP0882.JPG,yolo(conf=0.69),0.691,238,504,909,1783,204,440,943,1847
penguins_data\Medici\IMGP0883.JPG,belly\Medici\IMGP0883.JPG,no_detection_fallback,0.000,,,,,161,641,1451,2052
penguins_data\Medici\IMGP0884.JPG,belly\Medici\IMGP0884.JPG,yolo(conf=0.72),0.721,401,751,1438,2364,349,670,1490,2445
penguins_data\Medici\IMGP0885.JPG,belly\Medici\IMGP0885.JPG,yolo(conf=0.78),0.781,304,600,986,1814,270,539,1020,1875
penguins_data\Medici\IMGP0886.JPG,belly\Medici\IMGP0886.JPG,yolo(conf=0.73),0.730,266,608,965,1852,231,546,1000,1914
penguins_data\Medici\IMGP0887.JPG,belly\Medici\IMGP0887.JPG,yolo(conf=0.60),0.596,151,744,747,2031,121,680,777,2095
penguins_data\Medici\IMGP0888.JPG,belly\Medici\IMGP0888.JPG,yolo(conf=0.32),0.323,14,698,659,2157,0,625,691,2230
penguins_data\Medici\IMGP0889.JPG,belly\Medici\IMGP0889.JPG,yolo(conf=0.52),0.524,0,536,407,1541,0,486,427,1591
penguins_data\Medici\IMGP0890.JPG,belly\Medici\IMGP0890.JPG,no_detection_fallback,0.000,,,,,58,435,522,1394
penguins_data\Medici\IMGP0891.JPG,belly\Medici\IMGP0891.JPG,no_detection_fallback,0.000,,,,,60,418,541,1337
penguins_data\Medici\IMGP0892.JPG,belly\Medici\IMGP0892.JPG,yolo(conf=0.66),0.662,77,325,515,1165,55,283,537,1207
penguins_data\Medici\IMGP0893.JPG,belly\Medici\IMGP0893.JPG,yolo(conf=0.82),0.819,23,376,438,1156,2,337,459,1195
penguins_data\Medici\IMGP0894.JPG,belly\Medici\IMGP0894.JPG,yolo(conf=0.81),0.811,59,345,505,1153,37,305,527,1193
penguins_data\Medici\IMGP0895.JPG,belly\Medici\IMGP0895.JPG,yolo(conf=0.82),0.816,131,387,559,1224,110,345,580,1266
penguins_data\Medici\IMGP0896.JPG,belly\Medici\IMGP0896.JPG,yolo(conf=0.75),0.755,137,341,563,1153,116,300,584,1194
penguins_data\Medici\IMGP0897.JPG,belly\Medici\IMGP0897.JPG,yolo(conf=0.74),0.741,63,348,560,1180,38,306,585,1222
penguins_data\Medici\IMGP0898.JPG,belly\Medici\IMGP0898.JPG,yolo(conf=0.70),0.697,109,371,543,1248,87,327,565,1292
penguins_data\Medici\IMGP0899.JPG,belly\Medici\IMGP0899.JPG,yolo(conf=0.81),0.813,101,353,605,1251,76,308,630,1296
penguins_data\Medici\IMGP0900.JPG,belly\Medici\IMGP0900.JPG,yolo(conf=0.87),0.874,157,402,673,1237,131,360,699,1279
penguins_data\Medici\IMGP0901.JPG,belly\Medici\IMGP0901.JPG,yolo(conf=0.46),0.462,213,451,906,1380,178,405,941,1426
penguins_data\Medici\IMGP0902.JPG,belly\Medici\IMGP0902.JPG,yolo(conf=0.88),0.880,205,461,836,1186,173,425,868,1222
penguins_data\Medici\IMGP0903.JPG,belly\Medici\IMGP0903.JPG,yolo(conf=0.79),0.788,224,517,930,1437,189,471,965,1483
penguins_data\Medici\IMGP0904.JPG,belly\Medici\IMGP0904.JPG,yolo(conf=0.61),0.607,188,653,1182,2566,138,557,1232,2662
penguins_data\Medici\IMGP0905.JPG,belly\Medici\IMGP0905.JPG,no_detection_fallback,0.000,,,,,118,565,1066,1809
penguins_data\Medici\Medici1.jpg,belly\Medici\Medici1.jpg,yolo(conf=0.87),0.869,168,401,669,1233,143,359,694,1275
penguins_data\Medici\Medici2.jpg,belly\Medici\Medici2.jpg,yolo(conf=0.88),0.881,236,422,611,1007,217,393,630,1036
penguins_data\Medici\Medici3.jpg,belly\Medici\Medici3.jpg,no_detection_fallback,0.000,,,,,131,432,1186,1382
penguins_data\Medici\Medici4.jpg,belly\Medici\Medici4.jpg,yolo(conf=0.75),0.747,269,400,852,1118,240,364,881,1154
penguins_data\Medici\Medici5.jpg,belly\Medici\Medici5.jpg,yolo(conf=0.67),0.670,357,426,926,1317,329,381,954,1362
penguins_data\Medici\Medici6.jpg,belly\Medici\Medici6.jpg,yolo(conf=0.71),0.712,384,458,883,1302,359,416,908,1344
penguins_data\Millipede\Millipede1.jpg,belly\Millipede\Millipede1.jpg,no_detection_fallback,0.000,,,,,101,252,916,808
penguins_data\Millipede\Millipede2.jpg,belly\Millipede\Millipede2.jpg,yolo(conf=0.68),0.683,63,253,564,1069,38,212,564,1110
penguins_data\Millipede\Millipede3.jpg,belly\Millipede\Millipede3.jpg,yolo(conf=0.27),0.270,83,375,457,1398,64,324,476,1449
penguins_data\Millipede\Millipede4.jpg,belly\Millipede\Millipede4.jpg,yolo(conf=0.66),0.658,60,283,470,1056,40,244,490,1095
penguins_data\Millipede\Millipede5.jpg,belly\Millipede\Millipede5.jpg,yolo(conf=0.68),0.677,58,289,590,1242,31,241,617,1290
penguins_data\Newt\Newt1.jpg,belly\Newt\Newt1.jpg,yolo(conf=0.72),0.716,148,328,605,1176,125,286,628,1218
penguins_data\Newt\Newt2.jpg,belly\Newt\Newt2.jpg,yolo(conf=0.44),0.437,214,313,608,821,194,288,628,846
penguins_data\Newt\Newt3.jpg,belly\Newt\Newt3.jpg,yolo(conf=0.82),0.824,112,386,569,1143,89,348,592,1181
penguins_data\Nicki\IMG_3116.jpeg,belly\Nicki\IMG_3116.jpeg,yolo(conf=0.54),0.543,228,1295,1509,3665,164,1177,1573,3783
penguins_data\Nicki\IMG_3117.jpeg,belly\Nicki\IMG_3117.jpeg,yolo(conf=0.48),0.484,215,582,1572,2927,147,465,1640,3044
penguins_data\Nicki\IMG_3118.jpeg,belly\Nicki\IMG_3118.jpeg,yolo(conf=0.50),0.499,189,1184,1541,3569,121,1065,1609,3688
penguins_data\Nicki\IMG_3119.jpeg,belly\Nicki\IMG_3119.jpeg,yolo(conf=0.36),0.359,574,498,1651,2377,520,404,1705,2471
penguins_data\Nicki\IMG_3120.jpeg,belly\Nicki\IMG_3120.jpeg,yolo(conf=0.36),0.362,573,525,1585,2344,522,434,1636,2435
penguins_data\Nicki\IMG_3121.jpeg,belly\Nicki\IMG_3121.jpeg,no_detection_fallback,0.000,,,,,249,975,2241,3121
penguins_data\Nicki\IMG_3122.jpeg,belly\Nicki\IMG_3122.jpeg,yolo(conf=0.26),0.262,405,800,1475,2990,351,690,1529,3100
penguins_data\Nicki\IMG_3123.jpeg,belly\Nicki\IMG_3123.jpeg,no_detection_fallback,0.000,,,,,131,471,1183,1508
penguins_data\Nicki\IMG_3124.jpeg,belly\Nicki\IMG_3124.jpeg,no_detection_fallback,0.000,,,,,139,516,1255,1651
penguins_data\Nicki\IMG_3125.jpeg,belly\Nicki\IMG_3125.jpeg,no_detection_fallback,0.000,,,,,132,481,1195,1540
penguins_data\Nicki\IMG_3126.jpeg,belly\Nicki\IMG_3126.jpeg,yolo(conf=0.36),0.363,278,217,1196,1535,232,151,1242,1601
penguins_data\Nicki\IMG_3127.jpeg,belly\Nicki\IMG_3127.jpeg,yolo(conf=0.45),0.455,143,387,2715,3703,14,221,2844,3869
penguins_data\Nicki\IMG_3128.jpeg,belly\Nicki\IMG_3128.jpeg,yolo(conf=0.47),0.472,152,469,1264,2566,96,364,1320,2671
penguins_data\Nicki\IMG_3129.jpeg,belly\Nicki\IMG_3129.jpeg,yolo(conf=0.68),0.680,868,1115,2054,3146,809,1013,2113,3248
penguins_data\Nicki\IMG_3130.jpeg,belly\Nicki\IMG_3130.jpeg,yolo(conf=0.53),0.529,879,910,2051,2895,820,811,2110,2994
penguins_data\Nicki\IMG_3131.jpeg,belly\Nicki\IMG_3131.jpeg,yolo(conf=0.76),0.756,836,1066,1902,2970,783,971,1955,3065
penguins_data\Nicki\IMG_3132.jpeg,belly\Nicki\IMG_3132.jpeg,yolo(conf=0.59),0.589,454,984,1459,2835,404,891,1509,2928
penguins_data\Nicki\IMG_3133.jpeg,belly\Nicki\IMG_3133.jpeg,yolo(conf=0.70),0.701,329,1077,1381,2879,276,987,1434,2969
penguins_data\Nicki\IMG_3134.jpeg,belly\Nicki\IMG_3134.jpeg,yolo(conf=0.69),0.691,351,786,1398,2621,299,694,1450,2713
penguins_data\Nicki\IMG_3135.jpeg,belly\Nicki\IMG_3135.jpeg,yolo(conf=0.67),0.666,460,668,1796,2875,393,558,1863,2985
penguins_data\Nicki\IMG_3136.jpeg,belly\Nicki\IMG_3136.jpeg,yolo(conf=0.69),0.692,320,686,1738,2943,249,573,1809,3056
penguins_data\Nicki\IMG_3137.jpeg,belly\Nicki\IMG_3137.jpeg,yolo(conf=0.57),0.565,172,512,1499,2289,106,423,1565,2378
penguins_data\Nicki\IMG_3138.jpeg,belly\Nicki\IMG_3138.jpeg,yolo(conf=0.52),0.523,189,543,1464,2273,125,457,1528,2359
penguins_data\Nicki\IMGP0821.JPG,belly\Nicki\IMGP0821.JPG,yolo(conf=0.36),0.356,513,420,1546,1894,461,346,1598,1968
penguins_data\Nicki\IMGP0822.JPG,belly\Nicki\IMGP0822.JPG,yolo(conf=0.39),0.391,462,386,1510,1819,410,314,1562,1891
penguins_data\Nicki\IMGP0823.JPG,belly\Nicki\IMGP0823.JPG,yolo(conf=0.29),0.291,517,417,1451,1820,470,347,1498,1890
penguins_data\Nicki\IMGP0824.JPG,belly\Nicki\IMGP0824.JPG,no_detection_fallback,0.000,,,,,195,640,1756,2048
penguins_data\Nicki\IMGP0825.JPG,belly\Nicki\IMGP0825.JPG,yolo(conf=0.47),0.473,137,708,1206,2348,84,626,1259,2430
penguins_data\Nicki\IMGP0827.JPG,belly\Nicki\IMGP0827.JPG,yolo(conf=0.37),0.372,145,677,1471,2280,79,597,1537,2360
penguins_data\Nicki\IMGP0828.JPG,belly\Nicki\IMGP0828.JPG,yolo(conf=0.53),0.530,408,693,1483,2502,354,603,1537,2592
penguins_data\Nicki\IMGP0830.JPG,belly\Nicki\IMGP0830.JPG,yolo(conf=0.60),0.597,171,695,945,2121,132,624,984,2192
penguins_data\Nicki\IMGP0831.JPG,belly\Nicki\IMGP0831.JPG,no_detection_fallback,0.000,,,,,151,413,1360,1323
penguins_data\Nicki\IMGP0832.JPG,belly\Nicki\IMGP0832.JPG,no_detection_fallback,0.000,,,,,115,430,1036,1377
penguins_data\Nicki\IMGP0833.JPG,belly\Nicki\IMGP0833.JPG,no_detection_fallback,0.000,,,,,141,454,1276,1455
penguins_data\Nicki\IMGP0834.JPG,belly\Nicki\IMGP0834.JPG,no_detection_fallback,0.000,,,,,142,461,1280,1476
penguins_data\Nicki\IMGP0835.JPG,belly\Nicki\IMGP0835.JPG,no_detection_fallback,0.000,,,,,143,460,1290,1472
penguins_data\Nicki\IMGP0836.JPG,belly\Nicki\IMGP0836.JPG,yolo(conf=0.25),0.252,76,264,1028,1478,28,203,1076,1539
penguins_data\Nicki\IMGP0837.JPG,belly\Nicki\IMGP0837.JPG,no_detection_fallback,0.000,,,,,159,426,1439,1365
penguins_data\Nicki\IMGP0838.JPG,belly\Nicki\IMGP0838.JPG,no_detection_fallback,0.000,,,,,135,585,1220,1872
penguins_data\Nicki\IMGP0839.JPG,belly\Nicki\IMGP0839.JPG,no_detection_fallback,0.000,,,,,134,461,1213,1476
penguins_data\Nicki\IMGP0840.JPG,belly\Nicki\IMGP0840.JPG,no_detection_fallback,0.000,,,,,139,430,1257,1377
penguins_data\Nicki\Nicki1.jpg,belly\Nicki\Nicki1.jpg,yolo(conf=0.83),0.832,112,579,566,1181,89,549,589,1211
penguins_data\Nicki\Nicki10.jpg,belly\Nicki\Nicki10.jpg,yolo(conf=0.30),0.299,249,291,490,626,237,274,502,643
penguins_data\Nicki\Nicki11.jpg,belly\Nicki\Nicki11.jpg,yolo(conf=0.36),0.357,112,529,674,956,84,508,702,977
penguins_data\Nicki\Nicki12.jpg,belly\Nicki\Nicki12.jpg,yolo(conf=0.82),0.823,123,341,439,649,107,326,455,664
penguins_data\Nicki\Nicki2.jpg,belly\Nicki\Nicki2.jpg,yolo(conf=0.84),0.842,121,443,457,887,104,421,474,909
penguins_data\Nicki\Nicki3.jpg,belly\Nicki\Nicki3.jpg,yolo(conf=0.87),0.865,134,446,508,889,115,424,527,911
penguins_data\Nicki\Nicki4.jpg,belly\Nicki\Nicki4.jpg,yolo(conf=0.82),0.822,207,496,546,962,190,473,563,985
penguins_data\Nicki\Nicki5.jpg,belly\Nicki\Nicki5.jpg,yolo(conf=0.53),0.534,184,653,840,1527,151,609,873,1571
penguins_data\Nicki\Nicki6.jpg,belly\Nicki\Nicki6.jpg,yolo(conf=0.65),0.651,113,389,533,998,92,359,552,1028
penguins_data\Nicki\Nicki7.jpg,belly\Nicki\Nicki7.jpg,yolo(conf=0.66),0.658,134,386,558,1009,113,355,576,1040
penguins_data\Nicki\Nicki8.jpg,belly\Nicki\Nicki8.jpg,yolo(conf=0.70),0.695,115,460,420,739,100,446,435,753
penguins_data\Nicki\Nicki9.jpg,belly\Nicki\Nicki9.jpg,yolo(conf=0.81),0.807,128,591,617,1115,104,565,641,1141
penguins_data\Nik_nak\DSC_2781.jpeg,belly\Nik_nak\DSC_2781.jpeg,yolo(conf=0.76),0.757,205,373,728,1169,179,333,754,1209
penguins_data\Nik_nak\DSC_2782.jpeg,belly\Nik_nak\DSC_2782.jpeg,yolo(conf=0.29),0.290,441,409,735,1197,426,370,750,1236
penguins_data\Nik_nak\DSC_2783.jpeg,belly\Nik_nak\DSC_2783.jpeg,yolo(conf=0.56),0.558,214,324,549,848,197,298,549,853
penguins_data\Nik_nak\DSC_2784.jpeg,belly\Nik_nak\DSC_2784.jpeg,yolo(conf=0.33),0.328,242,399,680,1169,220,361,702,1207
penguins_data\Nik_nak\DSC_2785.jpeg,belly\Nik_nak\DSC_2785.jpeg,yolo(conf=0.47),0.468,139,383,709,1244,111,340,737,1287
penguins_data\Nik_nak\DSC_2786.jpeg,belly\Nik_nak\DSC_2786.jpeg,yolo(conf=0.51),0.512,185,382,720,1272,158,338,747,1316
penguins_data\Nik_nak\DSC_2787.jpeg,belly\Nik_nak\DSC_2787.jpeg,yolo(conf=0.43),0.434,470,435,925,1214,447,396,948,1253
penguins_data\Nik_nak\DSC_2788.jpeg,belly\Nik_nak\DSC_2788.jpeg,yolo(conf=0.71),0.713,107,351,597,1068,83,315,621,1104
penguins_data\Nik_nak\DSC_2789.jpeg,belly\Nik_nak\DSC_2789.jpeg,yolo(conf=0.76),0.765,100,304,584,943,76,272,608,975
penguins_data\Nik_nak\IMG_2976.jpeg,belly\Nik_nak\IMG_2976.jpeg,yolo(conf=0.77),0.765,118,424,643,1216,92,384,669,1256
penguins_data\Nik_nak\IMG_2977.jpeg,belly\Nik_nak\IMG_2977.jpeg,yolo(conf=0.84),0.844,61,473,646,1247,32,434,675,1286
penguins_data\Nik_nak\IMG_2978.jpeg,belly\Nik_nak\IMG_2978.jpeg,yolo(conf=0.80),0.803,76,471,625,1268,49,431,652,1308
penguins_data\Nik_nak\IMG_2979.jpeg,belly\Nik_nak\IMG_2979.jpeg,yolo(conf=0.77),0.771,79,412,620,1133,52,376,647,1169
penguins_data\Nik_nak\IMG_2980.jpeg,belly\Nik_nak\IMG_2980.jpeg,yolo(conf=0.81),0.809,66,400,628,1151,38,362,656,1189
penguins_data\Nik_nak\IMG_2981.jpeg,belly\Nik_nak\IMG_2981.jpeg,yolo(conf=0.76),0.760,157,373,659,1069,132,338,684,1104
penguins_data\Nik_nak\IMG_2982.jpeg,belly\Nik_nak\IMG_2982.jpeg,yolo(conf=0.57),0.567,185,378,737,1200,157,337,765,1241
penguins_data\Nik_nak\IMG_2989.jpeg,belly\Nik_nak\IMG_2989.jpeg,yolo(conf=0.81),0.810,100,516,682,1305,71,477,711,1344
penguins_data\Nik_nak\IMG_2990.jpeg,belly\Nik_nak\IMG_2990.jpeg,yolo(conf=0.75),0.755,101,511,710,1304,71,471,740,1344
penguins_data\Nik_nak\IMG_2991.jpeg,belly\Nik_nak\IMG_2991.jpeg,yolo(conf=0.63),0.627,117,529,728,1271,86,492,759,1308
penguins_data\Nik_nak\IMG_2992.jpeg,belly\Nik_nak\IMG_2992.jpeg,yolo(conf=0.33),0.334,67,518,755,1319,33,478,789,1359
penguins_data\Nik_nak\IMG_2993.jpeg,belly\Nik_nak\IMG_2993.jpeg,no_detection_fallback,0.000,,,,,141,391,1277,1252
penguins_data\Nik_nak\Nik Nak1.jpg,belly\Nik_nak\Nik Nak1.jpg,yolo(conf=0.78),0.776,158,567,778,1476,127,522,809,1521
penguins_data\Nik_nak\Nik Nak2.jpg,belly\Nik_nak\Nik Nak2.jpg,yolo(conf=0.83),0.831,75,637,471,1293,55,604,491,1326
penguins_data\Nik_nak\Nik Nak3.jpg,belly\Nik_nak\Nik Nak3.jpg,yolo(conf=0.81),0.805,102,567,520,1152,81,538,541,1181
penguins_data\Nik_nak\Nik Nak4.jpg,belly\Nik_nak\Nik Nak4.jpg,yolo(conf=0.60),0.604,249,453,736,1283,225,411,760,1325
penguins_data\Nik_nak\Nik Nak5.jpg,belly\Nik_nak\Nik Nak5.jpg,yolo(conf=0.83),0.833,78,389,499,884,57,364,520,909
penguins_data\Nik_nak\Nik Nak6.jpg,belly\Nik_nak\Nik Nak6.jpg,yolo(conf=0.80),0.796,95,289,383,711,81,268,397,732
penguins_data\Nik_nak\Nik Nak7.jpg,belly\Nik_nak\Nik Nak7.jpg,yolo(conf=0.87),0.867,85,349,421,811,68,326,438,834
penguins_data\Nik_nak\Nik Nak8.jpg,belly\Nik_nak\Nik Nak8.jpg,yolo(conf=0.78),0.781,75,422,402,1085,59,389,418,1118
penguins_data\Nik_nak\Nik Nak9.jpg,belly\Nik_nak\Nik Nak9.jpg,yolo(conf=0.78),0.775,189,464,687,1201,164,427,687,1238
penguins_data\Not Tiki\IMG_0530_box1.jpg,belly\Not Tiki\IMG_0530_box1.jpg,yolo(conf=0.59),0.588,151,262,506,887,133,231,524,918
penguins_data\Not Tiki\IMG_0755_box1.jpg,belly\Not Tiki\IMG_0755_box1.jpg,no_detection_fallback,0.000,,,,,41,123,375,393
penguins_data\Not Tiki\IMG_1521_box1.jpg,belly\Not Tiki\IMG_1521_box1.jpg,yolo(conf=0.64),0.639,520,103,1475,1705,472,23,1523,1785
penguins_data\Not Tiki\IMGP0100.JPG,belly\Not Tiki\IMGP0100.JPG,yolo(conf=0.82),0.821,175,414,656,981,151,386,680,1009
penguins_data\Not Tiki\IMGP0101.JPG,belly\Not Tiki\IMGP0101.JPG,yolo(conf=0.77),0.771,162,444,622,1058,139,413,645,1089
penguins_data\Not Tiki\IMGP0102.JPG,belly\Not Tiki\IMGP0102.JPG,yolo(conf=0.84),0.838,155,396,627,933,131,369,651,960
penguins_data\Not Tiki\IMGP0103.JPG,belly\Not Tiki\IMGP0103.JPG,yolo(conf=0.83),0.828,393,260,868,663,369,240,892,683
penguins_data\Not Tiki\IMGP0104.JPG,belly\Not Tiki\IMGP0104.JPG,yolo(conf=0.83),0.826,231,415,796,990,203,386,824,1019
penguins_data\Not Tiki\IMGP0105.JPG,belly\Not Tiki\IMGP0105.JPG,yolo(conf=0.69),0.692,232,463,795,1059,204,433,823,1089
penguins_data\Not Tiki\IMGP0107.JPG,belly\Not Tiki\IMGP0107.JPG,yolo(conf=0.56),0.558,201,500,760,1160,173,467,788,1193
penguins_data\Not Tiki\IMGP0108.JPG,belly\Not Tiki\IMGP0108.JPG,yolo(conf=0.65),0.653,202,490,752,987,174,465,780,1012
penguins_data\Not Tiki\IMGP0112.JPG,belly\Not Tiki\IMGP0112.JPG,yolo(conf=0.44),0.437,250,425,779,1128,224,390,805,1163
penguins_data\Not Tiki\IMGP0113.JPG,belly\Not Tiki\IMGP0113.JPG,yolo(conf=0.26),0.263,187,678,723,1443,160,640,750,1481
penguins_data\Not Tiki\IMGP0114.JPG,belly\Not Tiki\IMGP0114.JPG,yolo(conf=0.78),0.775,226,479,781,1114,198,447,809,1146
penguins_data\Not Tiki\IMGP0115.JPG,belly\Not Tiki\IMGP0115.JPG,yolo(conf=0.68),0.684,176,423,741,951,148,397,769,977
penguins_data\Not Tiki\IMGP0122.JPG,belly\Not Tiki\IMGP0122.JPG,yolo(conf=0.70),0.703,506,680,1477,1945,457,617,1526,2008
penguins_data\Not Tiki\IMGP0123.JPG,belly\Not Tiki\IMGP0123.JPG,yolo(conf=0.62),0.618,220,627,1077,1414,177,588,1120,1453
penguins_data\Not Tiki\IMGP0124.JPG,belly\Not Tiki\IMGP0124.JPG,yolo(conf=0.43),0.431,456,594,1191,1400,419,554,1228,1440
penguins_data\Not Tiki\IMGP0125.JPG,belly\Not Tiki\IMGP0125.JPG,yolo(conf=0.31),0.311,216,542,946,1257,180,506,982,1293
penguins_data\Not Tiki\IMGP0495.JPG,belly\Not Tiki\IMGP0495.JPG,yolo(conf=0.76),0.765,210,343,651,1014,188,309,673,1048
penguins_data\Not Tiki\IMGP0496.JPG,belly\Not Tiki\IMGP0496.JPG,yolo(conf=0.73),0.727,283,330,738,996,260,297,761,1029
penguins_data\Not Tiki\IMGP0497.JPG,belly\Not Tiki\IMGP0497.JPG,yolo(conf=0.64),0.643,274,460,955,1403,240,413,989,1450
penguins_data\Not Tiki\IMGP0498.JPG,belly\Not Tiki\IMGP0498.JPG,yolo(conf=0.87),0.872,337,436,1080,1329,300,391,1117,1374
penguins_data\Not Tiki\IMGP0499.JPG,belly\Not Tiki\IMGP0499.JPG,yolo(conf=0.68),0.682,582,700,1535,1887,534,641,1583,1946
penguins_data\Not Tiki\IMGP0500.JPG,belly\Not Tiki\IMGP0500.JPG,yolo(conf=0.80),0.797,577,871,1815,2306,515,799,1877,2378
penguins_data\Not Tiki\IMGP0501.JPG,belly\Not Tiki\IMGP0501.JPG,yolo(conf=0.78),0.784,391,781,1396,1874,341,726,1446,1929
penguins_data\Not Tiki\IMGP0502.JPG,belly\Not Tiki\IMGP0502.JPG,yolo(conf=0.44),0.444,341,747,1252,1631,295,703,1298,1675
penguins_data\Not Tiki\IMGP0503.JPG,belly\Not Tiki\IMGP0503.JPG,yolo(conf=0.41),0.413,345,564,960,1503,314,517,991,1550
penguins_data\Not Tiki\IMGP0537.JPG,belly\Not Tiki\IMGP0537.JPG,yolo(conf=0.77),0.768,381,432,1018,1314,349,388,1050,1358
penguins_data\Not Tiki\IMGP0538.JPG,belly\Not Tiki\IMGP0538.JPG,yolo(conf=0.67),0.669,643,718,1651,2050,593,651,1701,2117
penguins_data\Not Tiki\IMGP0539.JPG,belly\Not Tiki\IMGP0539.JPG,yolo(conf=0.75),0.750,266,529,913,1275,234,492,945,1312
penguins_data\Olive\DSC_2619.jpeg,belly\Olive\DSC_2619.jpeg,yolo(conf=0.55),0.555,489,860,1164,2455,455,780,1178,2535
penguins_data\Olive\DSC_2620.jpeg,belly\Olive\DSC_2620.jpeg,yolo(conf=0.66),0.661,182,565,1349,2802,124,453,1407,2843
penguins_data\Olive\DSC_2621.jpeg,belly\Olive\DSC_2621.jpeg,yolo(conf=0.80),0.799,225,769,1160,1834,178,716,1207,1840
penguins_data\Olive\DSC_2678.jpg,belly\Olive\DSC_2678.jpg,yolo(conf=0.44),0.437,79,268,408,932,63,235,424,965
penguins_data\Olive\DSC_2679.jpg,belly\Olive\DSC_2679.jpg,yolo(conf=0.76),0.764,259,446,584,1136,243,412,600,1170
penguins_data\Olive\DSC_2680.jpg,belly\Olive\DSC_2680.jpg,yolo(conf=0.28),0.277,166,359,475,1007,151,327,490,1039
penguins_data\Olive\DSC_2681.jpg,belly\Olive\DSC_2681.jpg,no_detection_fallback,0.000,,,,,71,278,647,892
penguins_data\Olive\IMG_2323_box6.jpg,belly\Olive\IMG_2323_box6.jpg,yolo(conf=0.62),0.615,125,323,464,1049,108,287,481,1085
penguins_data\Olive\IMG_2324_box1.jpg,belly\Olive\IMG_2324_box1.jpg,yolo(conf=0.68),0.675,292,241,624,923,275,207,641,957
penguins_data\Olive\IMG_2325_box4.jpg,belly\Olive\IMG_2325_box4.jpg,yolo(conf=0.70),0.702,122,245,482,915,104,211,500,949
penguins_data\Olive\IMG_2359_box4.jpg,belly\Olive\IMG_2359_box4.jpg,yolo(conf=0.72),0.723,98,123,488,619,78,98,508,644
penguins_data\Olive\IMG_2868_box4.jpg,belly\Olive\IMG_2868_box4.jpg,yolo(conf=0.59),0.585,82,198,316,771,70,169,328,800
penguins_data\Olive\IMG_2869_box3.jpg,belly\Olive\IMG_2869_box3.jpg,yolo(conf=0.53),0.527,106,87,548,604,84,61,570,630
penguins_data\Olive\IMG_2870_box3.jpg,belly\Olive\IMG_2870_box3.jpg,yolo(conf=0.46),0.455,259,173,492,618,247,151,504,640
penguins_data\Olive\IMG_2875_box4.jpg,belly\Olive\IMG_2875_box4.jpg,yolo(conf=0.56),0.562,146,188,464,819,130,156,480,851
penguins_data\Olive\IMG_2878_box7.jpg,belly\Olive\IMG_2878_box7.jpg,yolo(conf=0.39),0.387,17,17,431,623,0,0,434,653
penguins_data\Olive\IMG_2879_box7.jpg,belly\Olive\IMG_2879_box7.jpg,yolo(conf=0.51),0.514,0,237,291,884,0,205,306,916
penguins_data\Olive\IMG_2882_box4.jpg,belly\Olive\IMG_2882_box4.jpg,yolo(conf=0.51),0.505,0,241,316,878,0,209,332,910
