source_path,output_path,status,confidence,det_left,det_top,det_right,det_bottom,crop_left,crop_top,crop_right,crop_bottom
penguins_dataset_split_body\train\Medici\IMG_3470.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3470.jpeg,yolo(conf=0.43),0.426,15,932,597,2427,0,857,626,2502
penguins_dataset_split_body\train\Medici\IMG_3472.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3472.jpeg,yolo(conf=0.75),0.754,203,822,1098,2713,158,727,1143,2808
penguins_dataset_split_body\train\Medici\IMG_3473.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3473.jpeg,yolo(conf=0.80),0.795,59,1188,1141,3004,5,1097,1195,3095
penguins_dataset_split_body\train\Medici\IMG_3474.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3474.jpeg,yolo(conf=0.83),0.831,166,795,1226,2801,113,695,1279,2901
penguins_dataset_split_body\train\Medici\IMG_3475.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3475.jpeg,yolo(conf=0.85),0.848,337,860,1279,2806,290,763,1326,2903
penguins_dataset_split_body\train\Medici\IMG_3476.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3476.jpeg,yolo(conf=0.82),0.824,426,790,1292,2453,383,707,1335,2536
penguins_dataset_split_body\train\Medici\IMG_3477.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3477.jpeg,yolo(conf=0.86),0.855,367,837,1340,2603,318,749,1389,2691
penguins_dataset_split_body\train\Medici\IMG_3478.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3478.jpeg,yolo(conf=0.83),0.829,196,623,1187,1830,146,563,1237,1890
penguins_dataset_split_body\train\Medici\IMG_3480.jpeg,penguins_dataset_split_belly\train\Medici\IMG_3480.jpeg,no_detection_fallback,0.000,,,,,152,537,1369,1718
penguins_dataset_split_body\train\Medici\IMGP0864.JPG,penguins_dataset_split_belly\train\Medici\IMGP0864.JPG,yolo(conf=0.72),0.722,153,292,753,1360,123,239,783,1413
penguins_dataset_split_body\train\Medici\IMGP0867.JPG,penguins_dataset_split_belly\train\Medici\IMGP0867.JPG,yolo(conf=0.71),0.712,125,436,701,1669,96,374,730,1731
penguins_dataset_split_body\train\Medici\IMGP0869.JPG,penguins_dataset_split_belly\train\Medici\IMGP0869.JPG,yolo(conf=0.63),0.627,143,520,749,1768,113,458,779,1830
penguins_dataset_split_body\train\Medici\IMGP0871.JPG,penguins_dataset_split_belly\train\Medici\IMGP0871.JPG,yolo(conf=0.76),0.758,111,408,721,1667,81,345,751,1730
penguins_dataset_split_body\train\Medici\IMGP0874.JPG,penguins_dataset_split_belly\train\Medici\IMGP0874.JPG,yolo(conf=0.28),0.282,179,527,1080,1958,134,455,1125,2030
penguins_dataset_split_body\train\Medici\IMGP0875.JPG,penguins_dataset_split_belly\train\Medici\IMGP0875.JPG,yolo(conf=0.58),0.581,191,531,701,1740,165,471,727,1800
penguins_dataset_split_body\train\Medici\IMGP0876.JPG,penguins_dataset_split_belly\train\Medici\IMGP0876.JPG,yolo(conf=0.71),0.713,194,408,743,1481,167,354,770,1535
penguins_dataset_split_body\train\Medici\IMGP0877.JPG,penguins_dataset_split_belly\train\Medici\IMGP0877.JPG,yolo(conf=0.72),0.719,161,408,872,1730,125,342,908,1796
penguins_dataset_split_body\train\Medici\IMGP0880.JPG,penguins_dataset_split_belly\train\Medici\IMGP0880.JPG,yolo(conf=0.76),0.759,231,404,815,1471,202,351,844,1524
penguins_dataset_split_body\train\Medici\IMGP0881.JPG,penguins_dataset_split_belly\train\Medici\IMGP0881.JPG,no_detection_fallback,0.000,,,,,105,494,950,1583
penguins_dataset_split_body\train\Medici\IMGP0882.JPG,penguins_dataset_split_belly\train\Medici\IMGP0882.JPG,yolo(conf=0.69),0.691,237,505,909,1783,203,441,943,1847
penguins_dataset_split_body\train\Medici\IMGP0883.JPG,penguins_dataset_split_belly\train\Medici\IMGP0883.JPG,no_detection_fallback,0.000,,,,,161,641,1451,2052
penguins_dataset_split_body\train\Medici\IMGP0884.JPG,penguins_dataset_split_belly\train\Medici\IMGP0884.JPG,yolo(conf=0.72),0.722,402,752,1438,2365,350,671,1490,2446
penguins_dataset_split_body\train\Medici\IMGP0885.JPG,penguins_dataset_split_belly\train\Medici\IMGP0885.JPG,yolo(conf=0.78),0.781,303,600,986,1814,269,539,1020,1875
penguins_dataset_split_body\train\Medici\IMGP0886.JPG,penguins_dataset_split_belly\train\Medici\IMGP0886.JPG,yolo(conf=0.73),0.731,266,609,966,1852,231,547,1001,1914
penguins_dataset_split_body\train\Medici\IMGP0887.JPG,penguins_dataset_split_belly\train\Medici\IMGP0887.JPG,yolo(conf=0.60),0.597,151,742,747,2030,121,678,777,2094
penguins_dataset_split_body\train\Medici\IMGP0888.JPG,penguins_dataset_split_belly\train\Medici\IMGP0888.JPG,yolo(conf=0.32),0.323,14,698,660,2159,0,625,692,2232
penguins_dataset_split_body\train\Medici\IMGP0889.JPG,penguins_dataset_split_belly\train\Medici\IMGP0889.JPG,yolo(conf=0.53),0.528,0,536,406,1540,0,486,426,1590
penguins_dataset_split_body\train\Medici\IMGP0890.JPG,penguins_dataset_split_belly\train\Medici\IMGP0890.JPG,no_detection_fallback,0.000,,,,,58,435,522,1394
penguins_dataset_split_body\train\Medici\IMGP0891.JPG,penguins_dataset_split_belly\train\Medici\IMGP0891.JPG,no_detection_fallback,0.000,,,,,60,418,541,1337
penguins_dataset_split_body\train\Medici\IMGP0892.JPG,penguins_dataset_split_belly\train\Medici\IMGP0892.JPG,yolo(conf=0.66),0.661,78,325,516,1165,56,283,538,1207
penguins_dataset_split_body\train\Medici\IMGP0893.JPG,penguins_dataset_split_belly\train\Medici\IMGP0893.JPG,yolo(conf=0.82),0.818,23,376,438,1156,2,337,459,1195
penguins_dataset_split_body\train\Medici\IMGP0896.JPG,penguins_dataset_split_belly\train\Medici\IMGP0896.JPG,yolo(conf=0.75),0.755,137,341,563,1153,116,300,584,1194
penguins_dataset_split_body\train\Medici\IMGP0897.JPG,penguins_dataset_split_belly\train\Medici\IMGP0897.JPG,yolo(conf=0.74),0.741,64,348,560,1180,39,306,585,1222
penguins_dataset_split_body\train\Medici\IMGP0899.JPG,penguins_dataset_split_belly\train\Medici\IMGP0899.JPG,yolo(conf=0.81),0.812,101,353,605,1251,76,308,630,1296
penguins_dataset_split_body\train\Medici\IMGP0900.JPG,penguins_dataset_split_belly\train\Medici\IMGP0900.JPG,yolo(conf=0.87),0.874,157,403,674,1237,131,361,700,1279
penguins_dataset_split_body\train\Medici\IMGP0902.JPG,penguins_dataset_split_belly\train\Medici\IMGP0902.JPG,yolo(conf=0.88),0.880,205,461,836,1186,173,425,868,1222
penguins_dataset_split_body\train\Medici\IMGP0903.JPG,penguins_dataset_split_belly\train\Medici\IMGP0903.JPG,yolo(conf=0.79),0.787,224,517,930,1435,189,471,965,1481
penguins_dataset_split_body\train\Medici\IMGP0905.JPG,penguins_dataset_split_belly\train\Medici\IMGP0905.JPG,no_detection_fallback,0.000,,,,,118,565,1066,1809
penguins_dataset_split_body\train\Medici\Medici1.jpg,penguins_dataset_split_belly\train\Medici\Medici1.jpg,yolo(conf=0.77),0.767,149,405,693,1233,122,364,720,1274
penguins_dataset_split_body\train\Medici\Medici2.jpg,penguins_dataset_split_belly\train\Medici\Medici2.jpg,yolo(conf=0.81),0.808,252,223,609,806,234,194,627,835
penguins_dataset_split_body\train\Medici\Medici3.jpg,penguins_dataset_split_belly\train\Medici\Medici3.jpg,no_detection_fallback,0.000,,,,,85,428,769,1371
penguins_dataset_split_body\train\Medici\Medici4.jpg,penguins_dataset_split_belly\train\Medici\Medici4.jpg,yolo(conf=0.69),0.686,0,216,453,868,0,183,476,901
penguins_dataset_split_body\train\Medici\Medici5.jpg,penguins_dataset_split_belly\train\Medici\Medici5.jpg,yolo(conf=0.49),0.488,0,0,536,704,0,0,563,739
penguins_dataset_split_body\train\Medici\Medici6.jpg,penguins_dataset_split_belly\train\Medici\Medici6.jpg,yolo(conf=0.53),0.527,4,0,539,611,0,0,566,642
penguins_dataset_split_body\train\Nicki\IMG_3116.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3116.jpeg,yolo(conf=0.54),0.542,228,1294,1508,3663,164,1176,1572,3781
penguins_dataset_split_body\train\Nicki\IMG_3117.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3117.jpeg,yolo(conf=0.48),0.483,215,582,1571,2926,147,465,1639,3043
penguins_dataset_split_body\train\Nicki\IMG_3119.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3119.jpeg,yolo(conf=0.36),0.358,573,497,1651,2377,519,403,1705,2471
penguins_dataset_split_body\train\Nicki\IMG_3122.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3122.jpeg,yolo(conf=0.26),0.261,405,800,1478,2990,351,690,1532,3100
penguins_dataset_split_body\train\Nicki\IMG_3123.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3123.jpeg,no_detection_fallback,0.000,,,,,131,471,1183,1508
penguins_dataset_split_body\train\Nicki\IMG_3124.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3124.jpeg,no_detection_fallback,0.000,,,,,139,516,1255,1651
penguins_dataset_split_body\train\Nicki\IMG_3125.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3125.jpeg,no_detection_fallback,0.000,,,,,132,481,1195,1540
penguins_dataset_split_body\train\Nicki\IMG_3126.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3126.jpeg,yolo(conf=0.36),0.361,278,217,1196,1535,232,151,1242,1601
penguins_dataset_split_body\train\Nicki\IMG_3127.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3127.jpeg,yolo(conf=0.37),0.370,539,422,2363,3568,448,265,2454,3725
penguins_dataset_split_body\train\Nicki\IMG_3128.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3128.jpeg,yolo(conf=0.47),0.472,152,469,1264,2566,96,364,1320,2671
penguins_dataset_split_body\train\Nicki\IMG_3129.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3129.jpeg,yolo(conf=0.68),0.681,868,1115,2053,3146,809,1013,2112,3248
penguins_dataset_split_body\train\Nicki\IMG_3130.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3130.jpeg,yolo(conf=0.53),0.527,879,910,2050,2894,820,811,2109,2993
penguins_dataset_split_body\train\Nicki\IMG_3131.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3131.jpeg,yolo(conf=0.76),0.756,837,1066,1902,2970,784,971,1955,3065
penguins_dataset_split_body\train\Nicki\IMG_3132.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3132.jpeg,yolo(conf=0.59),0.587,454,984,1459,2836,404,891,1509,2929
penguins_dataset_split_body\train\Nicki\IMG_3133.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3133.jpeg,yolo(conf=0.68),0.675,321,1081,1366,2879,269,991,1418,2969
penguins_dataset_split_body\train\Nicki\IMG_3134.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3134.jpeg,yolo(conf=0.69),0.689,351,786,1398,2621,299,694,1450,2713
penguins_dataset_split_body\train\Nicki\IMG_3135.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3135.jpeg,yolo(conf=0.67),0.667,460,668,1796,2876,393,558,1863,2986
penguins_dataset_split_body\train\Nicki\IMG_3138.jpeg,penguins_dataset_split_belly\train\Nicki\IMG_3138.jpeg,yolo(conf=0.52),0.523,189,543,1464,2273,125,457,1528,2359
penguins_dataset_split_body\train\Nicki\IMGP0821.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0821.JPG,yolo(conf=0.35),0.353,512,421,1547,1894,460,347,1599,1968
penguins_dataset_split_body\train\Nicki\IMGP0824.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0824.JPG,no_detection_fallback,0.000,,,,,195,640,1756,2048
penguins_dataset_split_body\train\Nicki\IMGP0825.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0825.JPG,yolo(conf=0.60),0.601,125,630,1237,2294,69,547,1293,2377
penguins_dataset_split_body\train\Nicki\IMGP0827.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0827.JPG,yolo(conf=0.38),0.375,145,677,1467,2280,79,597,1533,2360
penguins_dataset_split_body\train\Nicki\IMGP0828.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0828.JPG,yolo(conf=0.56),0.560,20,696,1201,2527,0,604,1260,2619
penguins_dataset_split_body\train\Nicki\IMGP0830.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0830.JPG,yolo(conf=0.60),0.601,171,695,945,2122,132,624,984,2193
penguins_dataset_split_body\train\Nicki\IMGP0832.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0832.JPG,no_detection_fallback,0.000,,,,,104,363,942,1162
penguins_dataset_split_body\train\Nicki\IMGP0833.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0833.JPG,no_detection_fallback,0.000,,,,,55,188,498,604
penguins_dataset_split_body\train\Nicki\IMGP0835.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0835.JPG,no_detection_fallback,0.000,,,,,90,285,810,912
penguins_dataset_split_body\train\Nicki\IMGP0836.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0836.JPG,no_detection_fallback,0.000,,,,,72,226,648,725
penguins_dataset_split_body\train\Nicki\IMGP0837.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0837.JPG,no_detection_fallback,0.000,,,,,74,206,668,661
penguins_dataset_split_body\train\Nicki\IMGP0838.JPG,penguins_dataset_split_belly\train\Nicki\IMGP0838.JPG,yolo(conf=0.35),0.348,2,140,387,857,0,104,387,872
penguins_dataset_split_body\train\Nicki\Nicki10.jpg,penguins_dataset_split_belly\train\Nicki\Nicki10.jpg,yolo(conf=0.30),0.297,249,291,490,626,237,274,502,643
penguins_dataset_split_body\train\Nicki\Nicki2.jpg,penguins_dataset_split_belly\train\Nicki\Nicki2.jpg,yolo(conf=0.84),0.844,121,443,457,887,104,421,474,909
penguins_dataset_split_body\train\Nicki\Nicki3.jpg,penguins_dataset_split_belly\train\Nicki\Nicki3.jpg,yolo(conf=0.87),0.865,134,446,508,889,115,424,527,911
penguins_dataset_split_body\train\Nicki\Nicki4.jpg,penguins_dataset_split_belly\train\Nicki\Nicki4.jpg,yolo(conf=0.82),0.824,207,496,546,962,190,473,563,985
penguins_dataset_split_body\train\Nicki\Nicki5.jpg,penguins_dataset_split_belly\train\Nicki\Nicki5.jpg,yolo(conf=0.59),0.594,187,480,824,1351,155,436,856,1395
penguins_dataset_split_body\train\Nicki\Nicki6.jpg,penguins_dataset_split_belly\train\Nicki\Nicki6.jpg,yolo(conf=0.55),0.552,107,172,541,787,85,141,552,818
penguins_dataset_split_body\train\Nicki\Nicki8.jpg,penguins_dataset_split_belly\train\Nicki\Nicki8.jpg,yolo(conf=0.69),0.695,115,460,420,739,100,446,435,753
penguins_dataset_split_body\train\Nik_nak\DSC_2781.jpeg,penguins_dataset_split_belly\train\Nik_nak\DSC_2781.jpeg,yolo(conf=0.76),0.758,206,373,727,1170,180,333,753,1210
penguins_dataset_split_body\train\Nik_nak\DSC_2782.jpeg,penguins_dataset_split_belly\train\Nik_nak\DSC_2782.jpeg,yolo(conf=0.29),0.294,442,409,735,1197,427,370,750,1236
penguins_dataset_split_body\train\Nik_nak\DSC_2783.jpeg,penguins_dataset_split_belly\train\Nik_nak\DSC_2783.jpeg,yolo(conf=0.56),0.557,216,324,549,848,199,298,549,853
penguins_dataset_split_body\train\Nik_nak\DSC_2784.jpeg,penguins_dataset_split_belly\train\Nik_nak\DSC_2784.jpeg,yolo(conf=0.32),0.323,242,399,680,1169,220,361,702,1207
penguins_dataset_split_body\train\Nik_nak\DSC_2786.jpeg,penguins_dataset_split_belly\train\Nik_nak\DSC_2786.jpeg,yolo(conf=0.52),0.516,185,382,720,1272,158,338,747,1316
penguins_dataset_split_body\train\Nik_nak\DSC_2787.jpeg,penguins_dataset_split_belly\train\Nik_nak\DSC_2787.jpeg,yolo(conf=0.43),0.427,470,436,924,1214,447,397,947,1253
penguins_dataset_split_body\train\Nik_nak\IMG_2976.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2976.jpeg,yolo(conf=0.80),0.796,130,375,650,1159,104,336,676,1198
penguins_dataset_split_body\train\Nik_nak\IMG_2977.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2977.jpeg,yolo(conf=0.84),0.845,61,474,646,1247,32,435,675,1286
penguins_dataset_split_body\train\Nik_nak\IMG_2978.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2978.jpeg,yolo(conf=0.80),0.803,76,471,625,1267,49,431,652,1307
penguins_dataset_split_body\train\Nik_nak\IMG_2979.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2979.jpeg,yolo(conf=0.77),0.772,79,412,620,1133,52,376,647,1169
penguins_dataset_split_body\train\Nik_nak\IMG_2980.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2980.jpeg,yolo(conf=0.81),0.808,66,400,628,1151,38,362,656,1189
penguins_dataset_split_body\train\Nik_nak\IMG_2989.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2989.jpeg,yolo(conf=0.81),0.811,100,517,682,1305,71,478,711,1344
penguins_dataset_split_body\train\Nik_nak\IMG_2990.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2990.jpeg,yolo(conf=0.75),0.754,101,511,709,1304,71,471,739,1344
penguins_dataset_split_body\train\Nik_nak\IMG_2992.jpeg,penguins_dataset_split_belly\train\Nik_nak\IMG_2992.jpeg,yolo(conf=0.33),0.333,66,518,755,1321,32,478,789,1361
penguins_dataset_split_body\train\Nik_nak\Nik Nak1.jpg,penguins_dataset_split_belly\train\Nik_nak\Nik Nak1.jpg,yolo(conf=0.72),0.724,212,241,745,1105,185,198,772,1148
penguins_dataset_split_body\train\Nik_nak\Nik Nak2.jpg,penguins_dataset_split_belly\train\Nik_nak\Nik Nak2.jpg,yolo(conf=0.80),0.802,84,236,492,887,64,203,512,920
penguins_dataset_split_body\train\Nik_nak\Nik Nak4.jpg,penguins_dataset_split_belly\train\Nik_nak\Nik Nak4.jpg,yolo(conf=0.60),0.602,248,453,736,1282,224,412,760,1323
penguins_dataset_split_body\train\Nik_nak\Nik Nak6.jpg,penguins_dataset_split_belly\train\Nik_nak\Nik Nak6.jpg,yolo(conf=0.80),0.799,95,290,383,711,81,269,397,732
penguins_dataset_split_body\train\Nik_nak\Nik Nak7.jpg,penguins_dataset_split_belly\train\Nik_nak\Nik Nak7.jpg,yolo(conf=0.87),0.867,85,349,421,811,68,326,438,834
penguins_dataset_split_body\train\Nik_nak\Nik Nak8.jpg,penguins_dataset_split_belly\train\Nik_nak\Nik Nak8.jpg,yolo(conf=0.78),0.782,75,422,402,1085,59,389,418,1118
penguins_dataset_split_body\train\Nik_nak\Nik Nak9.jpg,penguins_dataset_split_belly\train\Nik_nak\Nik Nak9.jpg,yolo(conf=0.62),0.620,196,460,640,1184,174,424,640,1220
penguins_dataset_split_body\train\Not Tiki\IMG_0755_box1.jpg,penguins_dataset_split_belly\train\Not Tiki\IMG_0755_box1.jpg,no_detection_fallback,0.000,,,,,41,123,375,393
penguins_dataset_split_body\train\Not Tiki\IMG_1521_box1.jpg,penguins_dataset_split_belly\train\Not Tiki\IMG_1521_box1.jpg,yolo(conf=0.49),0.493,150,0,1159,1316,100,0,1209,1382
penguins_dataset_split_body\train\Not Tiki\IMGP0100.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0100.JPG,yolo(conf=0.84),0.837,181,279,637,825,158,252,660,852
penguins_dataset_split_body\train\Not Tiki\IMGP0101.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0101.JPG,yolo(conf=0.77),0.770,162,444,622,1058,139,413,645,1089
penguins_dataset_split_body\train\Not Tiki\IMGP0102.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0102.JPG,yolo(conf=0.84),0.838,155,396,627,933,131,369,651,960
penguins_dataset_split_body\train\Not Tiki\IMGP0103.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0103.JPG,yolo(conf=0.83),0.831,395,260,868,661,371,240,892,681
penguins_dataset_split_body\train\Not Tiki\IMGP0105.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0105.JPG,yolo(conf=0.69),0.691,232,464,795,1059,204,434,823,1089
penguins_dataset_split_body\train\Not Tiki\IMGP0108.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0108.JPG,yolo(conf=0.65),0.653,202,489,752,986,174,464,780,1011
penguins_dataset_split_body\train\Not Tiki\IMGP0114.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0114.JPG,yolo(conf=0.78),0.775,226,479,781,1114,198,447,809,1146
penguins_dataset_split_body\train\Not Tiki\IMGP0115.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0115.JPG,yolo(conf=0.69),0.688,176,423,741,951,148,397,769,977
penguins_dataset_split_body\train\Not Tiki\IMGP0122.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0122.JPG,yolo(conf=0.70),0.702,506,680,1477,1945,457,617,1526,2008
penguins_dataset_split_body\train\Not Tiki\IMGP0123.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0123.JPG,yolo(conf=0.62),0.618,220,627,1077,1414,177,588,1120,1453
penguins_dataset_split_body\train\Not Tiki\IMGP0124.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0124.JPG,yolo(conf=0.37),0.366,470,616,1148,1342,436,580,1182,1378
penguins_dataset_split_body\train\Not Tiki\IMGP0495.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0495.JPG,yolo(conf=0.77),0.765,210,343,651,1015,188,309,673,1049
penguins_dataset_split_body\train\Not Tiki\IMGP0496.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0496.JPG,yolo(conf=0.73),0.728,283,331,738,996,260,298,761,1029
penguins_dataset_split_body\train\Not Tiki\IMGP0499.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0499.JPG,yolo(conf=0.68),0.682,582,700,1535,1887,534,641,1583,1946
penguins_dataset_split_body\train\Not Tiki\IMGP0500.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0500.JPG,yolo(conf=0.80),0.798,576,871,1815,2306,514,799,1877,2378
penguins_dataset_split_body\train\Not Tiki\IMGP0502.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0502.JPG,yolo(conf=0.44),0.440,341,747,1253,1632,295,703,1299,1676
penguins_dataset_split_body\train\Not Tiki\IMGP0503.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0503.JPG,yolo(conf=0.41),0.413,345,565,960,1502,314,518,991,1549
penguins_dataset_split_body\train\Not Tiki\IMGP0538.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0538.JPG,yolo(conf=0.67),0.669,643,718,1651,2050,593,651,1701,2117
penguins_dataset_split_body\train\Not Tiki\IMGP0539.JPG,penguins_dataset_split_belly\train\Not Tiki\IMGP0539.JPG,yolo(conf=0.75),0.749,266,529,913,1275,234,492,945,1312
penguins_dataset_split_body\train\Olive\DSC_2619.jpeg,penguins_dataset_split_belly\train\Olive\DSC_2619.jpeg,yolo(conf=0.56),0.555,487,861,1164,2455,453,781,1178,2535
penguins_dataset_split_body\train\Olive\DSC_2620.jpeg,penguins_dataset_split_belly\train\Olive\DSC_2620.jpeg,yolo(conf=0.66),0.661,182,565,1349,2802,124,453,1407,2843
penguins_dataset_split_body\train\Olive\DSC_2678.jpg,penguins_dataset_split_belly\train\Olive\DSC_2678.jpg,no_detection_fallback,0.000,,,,,52,227,471,727
penguins_dataset_split_body\train\Olive\DSC_2679.jpg,penguins_dataset_split_belly\train\Olive\DSC_2679.jpg,yolo(conf=0.66),0.655,192,443,493,830,177,424,508,832
penguins_dataset_split_body\train\Olive\IMG_2323_box6.jpg,penguins_dataset_split_belly\train\Olive\IMG_2323_box6.jpg,no_detection_fallback,0.000,,,,,48,114,432,364
penguins_dataset_split_body\train\Olive\IMG_2325_box4.jpg,penguins_dataset_split_belly\train\Olive\IMG_2325_box4.jpg,yolo(conf=0.65),0.647,124,154,484,822,106,121,502,855
penguins_dataset_split_body\train\Olive\IMG_2868_box4.jpg,penguins_dataset_split_belly\train\Olive\IMG_2868_box4.jpg,yolo(conf=0.59),0.591,83,198,316,771,71,169,328,800
penguins_dataset_split_body\train\Olive\IMG_2869_box3.jpg,penguins_dataset_split_belly\train\Olive\IMG_2869_box3.jpg,yolo(conf=0.53),0.529,106,87,548,603,84,61,570,629
penguins_dataset_split_body\train\Olive\IMG_2875_box4.jpg,penguins_dataset_split_belly\train\Olive\IMG_2875_box4.jpg,no_detection_fallback,0.000,,,,,35,160,315,513
penguins_dataset_split_body\train\Olive\IMG_2878_box7.jpg,penguins_dataset_split_belly\train\Olive\IMG_2878_box7.jpg,yolo(conf=0.38),0.375,0,0,402,463,0,0,422,486
penguins_dataset_split_body\train\Olive\IMG_2879_box7.jpg,penguins_dataset_split_belly\train\Olive\IMG_2879_box7.jpg,yolo(conf=0.26),0.258,1,113,283,728,0,82,297,759
penguins_dataset_split_body\train\Olive\IMG_2882_box4.jpg,penguins_dataset_split_belly\train\Olive\IMG_2882_box4.jpg,no_detection_fallback,0.000,,,,,38,122,347,392
penguins_dataset_split_body\train\Olive\IMG_2893_box1.jpg,penguins_dataset_split_belly\train\Olive\IMG_2893_box1.jpg,yolo(conf=0.60),0.599,84,260,367,884,70,229,381,915
penguins_dataset_split_body\train\Olive\IMG_2898_box4.jpg,penguins_dataset_split_belly\train\Olive\IMG_2898_box4.jpg,yolo(conf=0.44),0.435,214,256,542,990,198,219,558,1027
penguins_dataset_split_body\train\Olive\IMG_2899_box5.jpg,penguins_dataset_split_belly\train\Olive\IMG_2899_box5.jpg,yolo(conf=0.49),0.491,41,3,418,658,22,0,418,691
penguins_dataset_split_body\train\Olive\IMG_2939_box1.jpg,penguins_dataset_split_belly\train\Olive\IMG_2939_box1.jpg,yolo(conf=0.52),0.522,109,193,441,785,92,163,458,815
penguins_dataset_split_body\train\Olive\IMG_2941_box4.jpg,penguins_dataset_split_belly\train\Olive\IMG_2941_box4.jpg,yolo(conf=0.38),0.379,0,103,380,665,0,75,399,693
penguins_dataset_split_body\train\Olive\IMG_2942_box1.jpg,penguins_dataset_split_belly\train\Olive\IMG_2942_box1.jpg,yolo(conf=0.49),0.492,9,87,449,681,0,57,471,711
penguins_dataset_split_body\train\Olive\IMG_2944_box2.jpg,penguins_dataset_split_belly\train\Olive\IMG_2944_box2.jpg,yolo(conf=0.58),0.576,18,75,490,676,0,45,514,706
penguins_dataset_split_body\train\Olive\IMG_2949_box3.jpg,penguins_dataset_split_belly\train\Olive\IMG_2949_box3.jpg,yolo(conf=0.34),0.344,213,219,541,888,197,186,541,921
penguins_dataset_split_body\train\Olive\IMG_2952_box1.jpg,penguins_dataset_split_belly\train\Olive\IMG_2952_box1.jpg,no_detection_fallback,0.000,,,,,68,253,617,812
penguins_dataset_split_body\train\Olive\Olive chick.jpg,penguins_dataset_split_belly\train\Olive\Olive chick.jpg,yolo(conf=0.60),0.605,163,14,709,978,136,0,736,1026
penguins_dataset_split_body\train\Olive\Olive2.jpg,penguins_dataset_split_belly\train\Olive\Olive2.jpg,yolo(conf=0.81),0.812,82,346,600,966,56,315,626,997
penguins_dataset_split_body\train\Olive\Olive4.jpg,penguins_dataset_split_belly\train\Olive\Olive4.jpg,yolo(conf=0.63),0.631,102,244,516,567,81,228,537,567
